"destination_airport_name","source_airport_name","airline_ID","source_airport_ID","destination_airport_ID","capacity","airline_name","source_airport_country","destination_airport_country"
"Long Beach","San Francisco International Airport","3029","3469","3582",179,"JetBlue Airways","United States","United States"
"Long Island Mac Arthur Airport","Orlando","4547","3878","3857",142,"Southwest Airlines","United States","United States"
"Long Island Mac Arthur Airport","Orlando","1316","3878","3857",142,"AirTran Airways","United States","United States"
"Long Island Mac Arthur Airport","Charlotte County Airport","35","7056","3857",142,"Allegiant Air","United States","United States"
"Los Angeles International Airport","Roberts Field","5265","4103","3484",70,"US Airways","United States","United States"
"Los Angeles International Airport","Miami International Airport","439","3576","3484",375,"Alaska Airlines","United States","United States"
"Los Angeles International Airport","Miami International Airport","24","3576","3484",375,"American Airlines","United States","United States"
"Los Angeles International Airport","Roberts Field","24","4103","3484",70,"American Airlines","United States","United States"
"Los Angeles International Airport","Tucson International Airport","5265","3636","3484",70,"US Airways","United States","United States"
"Los Angeles International Airport","Indianapolis International Airport","5265","3585","3484",189,"US Airways","United States","United States"
"Los Angeles International Airport","Tucson International Airport","1316","3636","3484",142,"AirTran Airways","United States","United States"
"Los Angeles International Airport","Charles M. Schulz Sonoma County Airport","439","6992","3484",78,"Alaska Airlines","United States","United States"
"Los Angeles International Airport","Honolulu International Airport","5265","3728","3484",142,"US Airways","United States","United States"
"Los Angeles International Airport","San Francisco International Airport","5331","3469","3484",179,"Virgin America","United States","United States"
"Los Angeles International Airport","Denver International Airport","4547","3751","3484",146,"Southwest Airlines","United States","United States"
"Los Angeles International Airport","Austin Bergstrom International Airport","439","3673","3484",189,"Alaska Airlines","United States","United States"
"Los Angeles International Airport","Bellingham International Airport","35","3777","3484",142,"Allegiant Air","United States","United States"
"Los Angeles International Airport","Orlando","2009","3878","3484",189,"Delta Air Lines","United States","United States"
"Los Angeles International Airport","San Francisco International Airport","5209","3469","3484",280,"United Airlines","United States","United States"
"Los Angeles International Airport","Phoenix Sky Harbor International Airport","5265","3462","3484",212,"US Airways","United States","United States"
"Los Angeles International Airport","San Francisco International Airport","5265","3469","3484",189,"US Airways","United States","United States"
"Los Angeles International Airport","Orlando","439","3878","3484",189,"Alaska Airlines","United States","United States"
"Los Angeles International Airport","Phoenix Sky Harbor International Airport","5209","3462","3484",74,"United Airlines","United States","United States"
"Los Angeles International Airport","Melbourne International Airport","2009","3339","3484",370,"Delta Air Lines","United States","United States"
"Los Angeles International Airport","Sacramento International Airport","5265","3817","3484",70,"US Airways","United States","United States"
"Los Angeles International Airport","Sacramento International Airport","4547","3817","3484",189,"Southwest Airlines","United States","United States"
"Los Angeles International Airport","Sacramento International Airport","2009","3817","3484",90,"Delta Air Lines","United States","United States"
"Los Angeles International Airport","Honolulu International Airport","24","3728","3484",142,"American Airlines","United States","United States"
"Los Angeles International Airport","Honolulu International Airport","2688","3728","3484",380,"Hawaiian Airlines","United States","United States"
"Los Angeles International Airport","Tucson International Airport","24","3636","3484",70,"American Airlines","United States","United States"
"Los Angeles International Airport","Austin Bergstrom International Airport","5265","3673","3484",189,"US Airways","United States","United States"
"Los Angeles International Airport","Rogue Valley International Medford Airport","439","4101","3484",78,"Alaska Airlines","United States","United States"
"Los Angeles International Airport","Santa Barbara Municipal Airport","5209","3949","3484",32,"United Airlines","United States","United States"
"Los Angeles International Airport","Orlando","5209","3878","3484",228,"United Airlines","United States","United States"
"Los Angeles International Airport","Northwest Arkansas Regional Airport","24","4356","3484",74,"American Airlines","United States","United States"
"Los Angeles International Airport","Honolulu International Airport","439","3728","3484",142,"Alaska Airlines","United States","United States"
"Los Angeles International Airport","Sacramento International Airport","5209","3817","3484",74,"United Airlines","United States","United States"
"Los Angeles International Airport","Denver International Airport","5209","3751","3484",280,"United Airlines","United States","United States"
"Los Angeles International Airport","Monterey Peninsula Airport","24","3948","3484",70,"American Airlines","United States","United States"
"Los Angeles International Airport","Indianapolis International Airport","24","3585","3484",189,"American Airlines","United States","United States"
"Los Angeles International Airport","Austin Bergstrom International Airport","4547","3673","3484",142,"Southwest Airlines","United States","United States"
"Los Angeles International Airport","San Antonio International Airport","5209","3621","3484",74,"United Airlines","United States","United States"
"Los Angeles International Airport","Honolulu International Airport","2009","3728","3484",280,"Delta Air Lines","United States","United States"
"Los Angeles International Airport","Sacramento International Airport","1316","3817","3484",142,"AirTran Airways","United States","United States"
"Los Angeles International Airport","Honolulu International Airport","5209","3728","3484",375,"United Airlines","United States","United States"
"Los Angeles International Airport","Indianapolis International Airport","2009","3585","3484",179,"Delta Air Lines","United States","United States"
"Los Angeles International Airport","Phoenix Sky Harbor International Airport","439","3462","3484",70,"Alaska Airlines","United States","United States"
"Los Angeles International Airport","Rogue Valley International Medford Airport","24","4101","3484",78,"American Airlines","United States","United States"
"Los Angeles International Airport","Spokane International Airport","2009","3467","3484",90,"Delta Air Lines","United States","United States"
"Los Angeles International Airport","Denver International Airport","1316","3751","3484",142,"AirTran Airways","United States","United States"
"Los Angeles International Airport","Charles M. Schulz Sonoma County Airport","24","6992","3484",78,"American Airlines","United States","United States"
"Los Angeles International Airport","Mammoth Yosemite Airport","439","7081","3484",78,"Alaska Airlines","United States","United States"
"Los Angeles International Airport","Mammoth Yosemite Airport","24","7081","3484",78,"American Airlines","United States","United States"
"Los Angeles International Airport","Monterey Peninsula Airport","5265","3948","3484",70,"US Airways","United States","United States"
"Los Angeles International Airport","Miami International Airport","5265","3576","3484",375,"US Airways","United States","United States"
"Los Angeles International Airport","Denver International Airport","5265","3751","3484",74,"US Airways","United States","United States"
"Los Angeles International Airport","Portland International Airport","5209","3720","3484",74,"United Airlines","United States","United States"
"Los Angeles International Airport","Melbourne International Airport","5360","3339","3484",370,"Virgin Australia","United States","United States"
"Los Angeles International Airport","San Francisco International Airport","439","3469","3484",189,"Alaska Airlines","United States","United States"
"Los Angeles International Airport","Merced Regional Macready Field","2607","7122","3484",10,"Great Lakes Airlines","United States","United States"
"Los Angeles International Airport","Monterey Peninsula Airport","5209","3948","3484",70,"United Airlines","United States","United States"
"Los Angeles International Airport","Orlando","5331","3878","3484",179,"Virgin America","United States","United States"
"Los Angeles International Airport","Portland International Airport","24","3720","3484",189,"American Airlines","United States","United States"
"Los Angeles International Airport","Sacramento International Airport","439","3817","3484",70,"Alaska Airlines","United States","United States"
"Los Angeles International Airport","Monterey Peninsula Airport","439","3948","3484",70,"Alaska Airlines","United States","United States"
"Los Angeles International Airport","Denver International Airport","439","3751","3484",74,"Alaska Airlines","United States","United States"
"Los Angeles International Airport","Santa Fe Municipal Airport","5265","3784","3484",70,"US Airways","United States","United States"
"Los Angeles International Airport","Visalia Municipal Airport","2607","7121","3484",10,"Great Lakes Airlines","United States","United States"
"Los Angeles International Airport","San Francisco International Airport","4547","3469","3484",146,"Southwest Airlines","United States","United States"
"Los Angeles International Airport","Honolulu International Airport","35","3728","3484",142,"Allegiant Air","United States","United States"
"Los Angeles International Airport","Sacramento International Airport","24","3817","3484",70,"American Airlines","United States","United States"
"Los Angeles International Airport","Melbourne International Airport","24","3339","3484",142,"American Airlines","United States","United States"
"Los Angeles International Airport","San Antonio International Airport","1316","3621","3484",142,"AirTran Airways","United States","United States"
"Los Angeles International Airport","San Francisco International Airport","24","3469","3484",189,"American Airlines","United States","United States"
"Los Angeles International Airport","Phoenix Sky Harbor International Airport","4547","3462","3484",189,"Southwest Airlines","United States","United States"
"Los Angeles International Airport","Denver International Airport","24","3751","3484",74,"American Airlines","United States","United States"
"Los Angeles International Airport","San Luis County Regional Airport","5209","5768","3484",32,"United Airlines","United States","United States"
"Los Angeles International Airport","Honolulu International Airport","3090","3728","3484",142,"KLM Royal Dutch Airlines","United States","United States"
"Los Angeles International Airport","Kingman Airport","2607","6132","3484",10,"Great Lakes Airlines","United States","United States"
"Los Angeles International Airport","Orlando","24","3878","3484",189,"American Airlines","United States","United States"
"Los Angeles International Airport","Indianapolis International Airport","439","3585","3484",189,"Alaska Airlines","United States","United States"
"Los Angeles International Airport","Northwest Arkansas Regional Airport","5265","4356","3484",74,"US Airways","United States","United States"
"Los Angeles International Airport","Rogue Valley International Medford Airport","35","4101","3484",142,"Allegiant Air","United States","United States"
"Los Angeles International Airport","Melbourne International Airport","4089","3339","3484",555,"Qantas","United States","United States"
"Los Angeles International Airport","Phoenix Sky Harbor International Airport","2009","3462","3484",90,"Delta Air Lines","United States","United States"
"Los Angeles International Airport","Austin Bergstrom International Airport","5209","3673","3484",74,"United Airlines","United States","United States"
"Los Angeles International Airport","Orlando","5265","3878","3484",189,"US Airways","United States","United States"
"Los Angeles International Airport","Austin Bergstrom International Airport","24","3673","3484",189,"American Airlines","United States","United States"
"Los Angeles International Airport","Tucson International Airport","4547","3636","3484",146,"Southwest Airlines","United States","United States"
"Los Angeles International Airport","San Antonio International Airport","4547","3621","3484",142,"Southwest Airlines","United States","United States"
"Los Angeles International Airport","Portland International Airport","2009","3720","3484",90,"Delta Air Lines","United States","United States"
"Los Angeles International Airport","Miami International Airport","2009","3576","3484",189,"Delta Air Lines","United States","United States"
"Los Angeles International Airport","Santa Fe Municipal Airport","439","3784","3484",70,"Alaska Airlines","United States","United States"
"Los Angeles International Airport","San Francisco International Airport","2009","3469","3484",142,"Delta Air Lines","United States","United States"
"Los Angeles International Airport","Santa Fe Municipal Airport","24","3784","3484",70,"American Airlines","United States","United States"
"Los Angeles International Airport","Phoenix Sky Harbor International Airport","24","3462","3484",212,"American Airlines","United States","United States"
"Los Angeles International Airport","Portland International Airport","439","3720","3484",189,"Alaska Airlines","United States","United States"
"Los Angeles International Airport","Denver International Airport","2468","3751","3484",179,"Frontier Airlines","United States","United States"
"Los Angeles International Airport","Tucson International Airport","5209","3636","3484",74,"United Airlines","United States","United States"
"Los Angeles International Airport","Tucson International Airport","439","3636","3484",70,"Alaska Airlines","United States","United States"
"Los Angeles International Airport","Meadows Field","5209","3558","3484",32,"United Airlines","United States","United States"
"Los Angeles International Airport","Honolulu International Airport","137","3728","3484",142,"Air France","United States","United States"
"Lubbock Preston Smith International Airport","Austin Bergstrom International Airport","4547","3673","3829",142,"Southwest Airlines","United States","United States"
"Lubbock Preston Smith International Airport","Denver International Airport","5209","3751","3829",142,"United Airlines","United States","United States"
"Mammoth Yosemite Airport","Los Angeles International Airport","439","3484","7081",78,"Alaska Airlines","United States","United States"
"Mammoth Yosemite Airport","Los Angeles International Airport","24","3484","7081",78,"American Airlines","United States","United States"
"Manchester Airport","Orlando","1868","3878","478",260,"Condor Flugdienst","United States","United States"
"Manchester Airport","Orlando","5347","3878","478",450,"Virgin Atlantic Airways","United States","United States"
"Manchester Airport","Orlando","2009","3878","478",450,"Delta Air Lines","United States","United States"
"Marshall Don Hunter Sr Airport","Bethel Airport","16726","3599","7097",7,"Era Alaska","United States","United States"
"Marshall Don Hunter Sr Airport","Bethel Airport","1173","3599","7097",7,"Airbus France","United States","United States"
"Martha's Vineyard Airport","Westchester County Airport","1629","3589","4265",7,"Cape Air","United States","United States"
"Martha's Vineyard Airport","New Bedford Regional Airport","1629","5737","4265",7,"Cape Air","United States","United States"
"McGrath Airport","Aniak Airport","3935","5967","5965",37,"Peninsula Airways","United States","United States"
"McGrath Airport","Aniak Airport","439","5967","5965",37,"Alaska Airlines","United States","United States"
"Meadows Field","Phoenix Sky Harbor International Airport","5265","3462","3558",90,"US Airways","United States","United States"
"Meadows Field","Denver International Airport","5209","3751","3558",70,"United Airlines","United States","United States"
"Meadows Field","Phoenix Sky Harbor International Airport","24","3462","3558",90,"American Airlines","United States","United States"
"Meadows Field","Los Angeles International Airport","5209","3484","3558",32,"United Airlines","United States","United States"
"Meadows Field","San Francisco International Airport","5209","3469","3558",32,"United Airlines","United States","United States"
"Mekoryuk Airport","Toksook Bay Airport","16726","8200","6720",12,"Era Alaska","United States","United States"
"Melbourne International Airport","Honolulu International Airport","4089","3728","3339",380,"Qantas","United States","United States"
"Melbourne International Airport","Los Angeles International Airport","4089","3484","3339",555,"Qantas","United States","United States"
"Melbourne International Airport","Los Angeles International Airport","2009","3484","3339",370,"Delta Air Lines","United States","United States"
"Melbourne International Airport","Los Angeles International Airport","5360","3484","3339",370,"Virgin Australia","United States","United States"
"Melbourne International Airport","Los Angeles International Airport","24","3484","3339",142,"American Airlines","United States","United States"
"Melbourne International Airport","Honolulu International Airport","3052","3728","3339",380,"Jetstar Airways","United States","United States"
"Merced Regional Macready Field","Los Angeles International Airport","2607","3484","7122",10,"Great Lakes Airlines","United States","United States"
"Merle K (Mudhole) Smith Airport","Yakutat Airport","439","6803","3610",142,"Alaska Airlines","United States","United States"
"Metlakatla Seaplane Base","Ketchikan International Airport","16262","3808","7146",8,"Fly Colombia ( Interliging Flights )","United States","United States"
"Metlakatla Seaplane Base","Ketchikan International Airport","1266","3808","7146",8,"Avient Aviation","United States","United States"
"Metlakatla Seaplane Base","Ketchikan International Airport","20963","3808","7146",8,"Atlantic Air Cargo","United States","United States"
"Miami International Airport","Norfolk International Airport","24","3611","3576",50,"American Airlines","United States","United States"
"Miami International Airport","Orlando","24","3878","3576",189,"American Airlines","United States","United States"
"Miami International Airport","Indianapolis International Airport","24","3585","3576",50,"American Airlines","United States","United States"
"Miami International Airport","Norfolk International Airport","5265","3611","3576",50,"US Airways","United States","United States"
"Miami International Airport","Naples Municipal Airport","1775","4012","3576",7,"Chitaavia","United States","United States"
"Miami International Airport","La Guardia Airport","24","3697","3576",189,"American Airlines","United States","United States"
"Miami International Airport","Orlando Sanford International Airport","1299","4167","3576",350,"Arkefly","United States","United States"
"Miami International Airport","Denver International Airport","24","3751","3576",189,"American Airlines","United States","United States"
"Miami International Airport","La Guardia Airport","5265","3697","3576",189,"US Airways","United States","United States"
"Miami International Airport","Los Angeles International Airport","439","3484","3576",375,"Alaska Airlines","United States","United States"
"Miami International Airport","Key West International Airport","5265","3875","3576",37,"US Airways","United States","United States"
"Miami International Airport","San Francisco International Airport","5265","3469","3576",350,"US Airways","United States","United States"
"Miami International Airport","Orlando","5265","3878","3576",189,"US Airways","United States","United States"
"Miami International Airport","Tallahassee Regional Airport","5265","3698","3576",50,"US Airways","United States","United States"
"Miami International Airport","Phoenix Sky Harbor International Airport","24","3462","3576",189,"American Airlines","United States","United States"
"Miami International Airport","San Francisco International Airport","24","3469","3576",350,"American Airlines","United States","United States"
"Miami International Airport","Gainesville Regional Airport","5265","3472","3576",50,"US Airways","United States","United States"
"Miami International Airport","Gainesville Regional Airport","24","3472","3576",50,"American Airlines","United States","United States"
"Miami International Airport","Los Angeles International Airport","5265","3484","3576",375,"US Airways","United States","United States"
"Miami International Airport","La Guardia Airport","2009","3697","3576",189,"Delta Air Lines","United States","United States"
"Miami International Airport","Los Angeles International Airport","2009","3484","3576",189,"Delta Air Lines","United States","United States"
"Miami International Airport","Indianapolis International Airport","5265","3585","3576",50,"US Airways","United States","United States"
"Miami International Airport","Tallahassee Regional Airport","24","3698","3576",50,"American Airlines","United States","United States"
"Miami International Airport","Denver International Airport","5209","3751","3576",142,"United Airlines","United States","United States"
"Miami International Airport","Phoenix Sky Harbor International Airport","5265","3462","3576",189,"US Airways","United States","United States"
"Miami International Airport","Key West International Airport","24","3875","3576",37,"American Airlines","United States","United States"
"Miami International Airport","Los Angeles International Airport","24","3484","3576",375,"American Airlines","United States","United States"
"Miami International Airport","Denver International Airport","5265","3751","3576",189,"US Airways","United States","United States"
"Miami International Airport","San Francisco International Airport","439","3469","3576",350,"Alaska Airlines","United States","United States"
"Mid Delta Regional Airport","Tupelo Regional Airport","20710","5773","6130",37,"Silver Airways (3M)","United States","United States"
"Middle Georgia Regional Airport","Orlando","20710","3878","3754",37,"Silver Airways (3M)","United States","United States"
"Minchumina Airport","Fairbanks International Airport","55","3832","\N",6,"Astral Aviation","United States","United States"
"Minot International Airport","Denver International Airport","2468","3751","3498",142,"Frontier Airlines","United States","United States"
"Minot International Airport","Denver International Airport","5209","3751","3498",142,"United Airlines","United States","United States"
"Missoula International Airport","Portland International Airport","439","3720","4216",78,"Alaska Airlines","United States","United States"
"Missoula International Airport","Denver International Airport","5209","3751","4216",70,"United Airlines","United States","United States"
"Modesto City Co-Harry Sham Field","San Francisco International Airport","5209","3469","3816",32,"United Airlines","United States","United States"
"Molokai Airport","Lanai Airport","3437","3851","3705",7,"Maya Island Air","United States","United States"
"Molokai Airport","Honolulu International Airport","3437","3728","3705",7,"Maya Island Air","United States","United States"
"Molokai Airport","Honolulu International Airport","2688","3728","3705",50,"Hawaiian Airlines","United States","United States"
"Monterey Peninsula Airport","Los Angeles International Airport","439","3484","3948",70,"Alaska Airlines","United States","United States"
"Monterey Peninsula Airport","Phoenix Sky Harbor International Airport","5265","3462","3948",70,"US Airways","United States","United States"
"Monterey Peninsula Airport","Los Angeles International Airport","5209","3484","3948",70,"United Airlines","United States","United States"
"Monterey Peninsula Airport","San Francisco International Airport","5209","3469","3948",32,"United Airlines","United States","United States"
"Monterey Peninsula Airport","Denver International Airport","5209","3751","3948",70,"United Airlines","United States","United States"
"Monterey Peninsula Airport","Los Angeles International Airport","24","3484","3948",70,"American Airlines","United States","United States"
"Monterey Peninsula Airport","Los Angeles International Airport","5265","3484","3948",70,"US Airways","United States","United States"
"Monterey Peninsula Airport","Phoenix Sky Harbor International Airport","24","3462","3948",70,"American Airlines","United States","United States"
"Montrose Regional Airport","Denver International Airport","5209","3751","6880",78,"United Airlines","United States","United States"
"Mountain Village Airport","Pilot Station Airport","16726","7216","5966",7,"Era Alaska","United States","United States"
"Mountain Village Airport","St Mary's Airport","16726","6718","5966",7,"Era Alaska","United States","United States"
"Napakiak Airport","Bethel Airport","1173","3599","9739",7,"Airbus France","United States","United States"
"Napaskiak Airport","Napakiak Airport","1173","9739","9744",7,"Airbus France","United States","United States"
"Naples Municipal Airport","Miami International Airport","1775","3576","4012",7,"Chitaavia","United States","United States"
"Nelson Lagoon Airport","Cold Bay Airport","386","3854","7203",142,"Aero Flight","United States","United States"
"New Bedford Regional Airport","Martha's Vineyard Airport","1629","4265","5737",7,"Cape Air","United States","United States"
"New Castle Airport","Denver International Airport","2468","3751","3859",179,"Frontier Airlines","United States","United States"
"New Castle Airport","Orlando","2468","3878","3859",179,"Frontier Airlines","United States","United States"
"Niagara Falls International Airport","Orlando Sanford International Airport","35","4167","3630",179,"Allegiant Air","United States","United States"
"Niagara Falls International Airport","Charlotte County Airport","35","7056","3630",142,"Allegiant Air","United States","United States"
"Nightmute Airport","Bethel Airport","1173","3599","8199",7,"Airbus France","United States","United States"
"Nightmute Airport","Bethel Airport","16726","3599","8199",12,"Era Alaska","United States","United States"
"Noatak Airport","Ralph Wien Memorial Airport","1472","3693","6725",12,"Bering Air","United States","United States"
"Noatak Airport","Ralph Wien Memorial Airport","16726","3693","6725",12,"Era Alaska","United States","United States"
"Nome Airport","White Mountain Airport","16726","7188","3615",6,"Era Alaska","United States","United States"
"Nome Airport","Ralph Wien Memorial Airport","439","3693","3615",188,"Alaska Airlines","United States","United States"
"Nome Airport","Koyuk Alfred Adams Airport","1472","7190","3615",12,"Bering Air","United States","United States"
"Nome Airport","Wales Airport","16726","7187","3615",10,"Era Alaska","United States","United States"
"Nome Airport","Teller Airport","16726","7186","3615",6,"Era Alaska","United States","United States"
"Nome Airport","Shishmaref Airport","16726","6723","3615",6,"Era Alaska","United States","United States"
"Nome Airport","Ralph Wien Memorial Airport","1472","3693","3615",8,"Bering Air","United States","United States"
"Nome Airport","Shaktoolik Airport","1472","7192","3615",12,"Bering Air","United States","United States"
"Nome Airport","Wales Airport","1472","7187","3615",12,"Bering Air","United States","United States"
"Nome Airport","Golovin Airport","16726","7185","3615",6,"Era Alaska","United States","United States"
"Nome Airport","Brevig Mission Airport","1472","7183","3615",12,"Bering Air","United States","United States"
"Nome Airport","White Mountain Airport","1472","7188","3615",8,"Bering Air","United States","United States"
"Nome Airport","Elim Airport","16726","7184","3615",6,"Era Alaska","United States","United States"
"Nome Airport","Gambell Airport","16726","6715","3615",10,"Era Alaska","United States","United States"
"Nome Airport","Shishmaref Airport","1472","6723","3615",12,"Bering Air","United States","United States"
"Nome Airport","Gambell Airport","1472","6715","3615",10,"Bering Air","United States","United States"
"Nome Airport","Stebbins Airport","16726","7193","3615",12,"Era Alaska","United States","United States"
"Nome Airport","Savoonga Airport","1472","6724","3615",10,"Bering Air","United States","United States"
"Nome Airport","Elim Airport","1472","7184","3615",12,"Bering Air","United States","United States"
"Nome Airport","Shaktoolik Airport","16726","7192","3615",6,"Era Alaska","United States","United States"
"Nome Airport","Unalakleet Airport","1472","7088","3615",10,"Bering Air","United States","United States"
"Nome Airport","Stebbins Airport","1472","7193","3615",8,"Bering Air","United States","United States"
"Nome Airport","Savoonga Airport","16726","6724","3615",10,"Era Alaska","United States","United States"
"Norfolk International Airport","Miami International Airport","5265","3576","3611",50,"US Airways","United States","United States"
"Norfolk International Airport","Denver International Airport","1316","3751","3611",142,"AirTran Airways","United States","United States"
"Norfolk International Airport","La Guardia Airport","2009","3697","3611",74,"Delta Air Lines","United States","United States"
"Norfolk International Airport","Orlando","4547","3878","3611",142,"Southwest Airlines","United States","United States"
"Norfolk International Airport","La Guardia Airport","24","3697","3611",37,"American Airlines","United States","United States"
"Norfolk International Airport","La Guardia Airport","5265","3697","3611",37,"US Airways","United States","United States"
"Norfolk International Airport","San Francisco International Airport","1316","3469","3611",142,"AirTran Airways","United States","United States"
"Norfolk International Airport","Orlando","2009","3878","3611",74,"Delta Air Lines","United States","United States"
"Norfolk International Airport","Miami International Airport","24","3576","3611",50,"American Airlines","United States","United States"
"Norfolk International Airport","Orlando","1316","3878","3611",124,"AirTran Airways","United States","United States"
"North Platte Regional Airport Lee Bird Field","Denver International Airport","2607","3751","5748",10,"Great Lakes Airlines","United States","United States"
"Northwest Arkansas Regional Airport","Los Angeles International Airport","24","3484","4356",74,"American Airlines","United States","United States"
"Northwest Arkansas Regional Airport","Denver International Airport","5209","3751","4356",142,"United Airlines","United States","United States"
"Northwest Arkansas Regional Airport","Orlando Sanford International Airport","35","4167","4356",179,"Allegiant Air","United States","United States"
"Northwest Arkansas Regional Airport","La Guardia Airport","5265","3697","4356",74,"US Airways","United States","United States"
"Northwest Arkansas Regional Airport","La Guardia Airport","24","3697","4356",74,"American Airlines","United States","United States"
"Northwest Arkansas Regional Airport","Los Angeles International Airport","5265","3484","4356",74,"US Airways","United States","United States"
"Nuiqsut Airport","Deadhorse Airport","16726","3620","7092",10,"Era Alaska","United States","United States"
"Nuiqsut Airport","Wiley Post Will Rogers Memorial Airport","16726","3571","7092",10,"Era Alaska","United States","United States"
"Nulato Airport","Edward G. Pitka Sr Airport","16726","3764","7111",12,"Era Alaska","United States","United States"
"Nulato Airport","Kaltag Airport","16726","6717","7111",12,"Era Alaska","United States","United States"
"Nulato Airport","Edward G. Pitka Sr Airport","55","3764","7111",12,"Astral Aviation","United States","United States"
"Nunapitchuk Airport","Kasigluk Airport","1173","7094","7212",7,"Airbus France","United States","United States"
"Nunapitchuk Airport","Kasigluk Airport","16726","7094","7212",7,"Era Alaska","United States","United States"
"Ogdensburg International Airport","Albany International Airport","1629","3864","3724",7,"Cape Air","United States","United States"
"Old Harbor Airport","Kodiak Airport","1109","3531","7163",7,"Astair","United States","United States"
"Old Harbor Airport","Kodiak Airport","146","3531","7163",10,"Air Salone","United States","United States"
"Orcas Island Airport","Boeing Field King County International Airport","3123","3726","7083",12,"Kenmore Air","United States","United States"
"Orlando","Phoenix Sky Harbor International Airport","24","3462","3878",212,"American Airlines","United States","United States"
"Orlando","Indianapolis International Airport","2009","3585","3878",90,"Delta Air Lines","United States","United States"
"Orlando","Los Angeles International Airport","5331","3484","3878",179,"Virgin America","United States","United States"
"Orlando","Miami International Airport","24","3576","3878",189,"American Airlines","United States","United States"
"Orlando","Gainesville Regional Airport","20710","3472","3878",37,"Silver Airways (3M)","United States","United States"
"Orlando","Phoenix Sky Harbor International Airport","5265","3462","3878",212,"US Airways","United States","United States"
"Orlando","Miami International Airport","5265","3576","3878",189,"US Airways","United States","United States"
"Orlando","Key West International Airport","4547","3875","3878",142,"Southwest Airlines","United States","United States"
"Orlando","San Antonio International Airport","4547","3621","3878",142,"Southwest Airlines","United States","United States"
"Orlando","Gainesville Regional Airport","5209","3472","3878",37,"United Airlines","United States","United States"
"Orlando","Denver International Airport","5209","3751","3878",228,"United Airlines","United States","United States"
"Orlando","Central Illinois Regional Airport at Bloomington-Normal","2468","4037","3878",142,"Frontier Airlines","United States","United States"
"Orlando","Tallahassee Regional Airport","20710","3698","3878",37,"Silver Airways (3M)","United States","United States"
"Orlando","Los Angeles International Airport","2009","3484","3878",189,"Delta Air Lines","United States","United States"
"Orlando","Indianapolis International Airport","4547","3585","3878",146,"Southwest Airlines","United States","United States"
"Orlando","Long Island Mac Arthur Airport","4547","3857","3878",142,"Southwest Airlines","United States","United States"
"Orlando","Los Angeles International Airport","24","3484","3878",189,"American Airlines","United States","United States"
"Orlando","San Francisco International Airport","5209","3469","3878",280,"United Airlines","United States","United States"
"Orlando","Austin Bergstrom International Airport","1316","3673","3878",142,"AirTran Airways","United States","United States"
"Orlando","Austin Bergstrom International Airport","2009","3673","3878",74,"Delta Air Lines","United States","United States"
"Orlando","Indianapolis International Airport","1316","3585","3878",124,"AirTran Airways","United States","United States"
"Orlando","Norfolk International Airport","4547","3611","3878",142,"Southwest Airlines","United States","United States"
"Orlando","Westchester County Airport","2009","3589","3878",74,"Delta Air Lines","United States","United States"
"Orlando","Arnold Palmer Regional Airport","4687","5747","3878",179,"Spirit Airlines","United States","United States"
"Orlando","Denver International Airport","2468","3751","3878",179,"Frontier Airlines","United States","United States"
"Orlando","Albany International Airport","4547","3864","3878",142,"Southwest Airlines","United States","United States"
"Orlando","Phoenix Sky Harbor International Airport","4547","3462","3878",142,"Southwest Airlines","United States","United States"
"Orlando","Austin Bergstrom International Airport","3029","3673","3878",179,"JetBlue Airways","United States","United States"
"Orlando","Manchester Airport","5347","478","3878",450,"Virgin Atlantic Airways","United States","United States"
"Orlando","Manchester Airport","1868","478","3878",260,"Condor Flugdienst","United States","United States"
"Orlando","San Francisco International Airport","5331","3469","3878",179,"Virgin America","United States","United States"
"Orlando","Tallahassee Regional Airport","5209","3698","3878",37,"United Airlines","United States","United States"
"Orlando","Los Angeles International Airport","439","3484","3878",189,"Alaska Airlines","United States","United States"
"Orlando","La Guardia Airport","2009","3697","3878",189,"Delta Air Lines","United States","United States"
"Orlando","Middle Georgia Regional Airport","20710","3754","3878",37,"Silver Airways (3M)","United States","United States"
"Orlando","Los Angeles International Airport","5265","3484","3878",189,"US Airways","United States","United States"
"Orlando","Los Angeles International Airport","5209","3484","3878",189,"United Airlines","United States","United States"
"Orlando","Denver International Airport","4547","3751","3878",142,"Southwest Airlines","United States","United States"
"Orlando","New Castle Airport","2468","3859","3878",179,"Frontier Airlines","United States","United States"
"Orlando","La Guardia Airport","3029","3697","3878",179,"JetBlue Airways","United States","United States"
"Orlando","San Antonio International Airport","2009","3621","3878",90,"Delta Air Lines","United States","United States"
"Orlando","Denver International Airport","1316","3751","3878",142,"AirTran Airways","United States","United States"
"Orlando","San Antonio International Airport","1316","3621","3878",142,"AirTran Airways","United States","United States"
"Orlando","Westchester County Airport","3029","3589","3878",179,"JetBlue Airways","United States","United States"
"Orlando","Manchester Airport","2009","478","3878",450,"Delta Air Lines","United States","United States"
"Orlando","Long Island Mac Arthur Airport","1316","3857","3878",142,"AirTran Airways","United States","United States"
"Orlando","Norfolk International Airport","1316","3611","3878",142,"AirTran Airways","United States","United States"
"Orlando","Atlantic City International Airport","4687","3524","3878",179,"Spirit Airlines","United States","United States"
"Orlando","Austin Bergstrom International Airport","4547","3673","3878",146,"Southwest Airlines","United States","United States"
